"ID","start","end","Intro_camp_label","pop_groups","X_Final_04_longitude","X_Final_04_latitude","drinking_water_source","drinking_water_location","electicity_or_light_source_most_used","main_toilet_facility","cooking_at_hh_level","hh_cooking_source","hh_cooking_fuel","land_ownership","landownership_legal_docs","Improved_dw","Improved_dw_final","electricity","shared_san_facility","Improved_san","crowding_cat","Clean_cookingfuel","time_to_access_water_min","number_of_hhmembers","lat","lon","interviewdate","id","living_conditions_score","living_conditions_category"
1393,"2023-06-19","2023-06-19","Kaya","refugee",33.589902,10.1123297,"Public Tap/Standpipe","Elsewhere","No electricity in household","Flush/pour-flush to pit latrine","Yes","Build stove with bricks and/or mud","Wood","Unrelated Person","No",1,0,0,0,1,0,0,59880,6,10.1123297,33.589902,"2023-06-19",1393,2,"Good"
1394,"2023-05-03","2023-05-03","Doro","refugee",33.7624633,9.9913967,"Tube Well/Borehole","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",1,0,0,0,0,0,0,75,5,9.9913967,33.7624633,"2023-05-03",1394,1,"Poor"
1395,"2023-05-22","2023-05-22","Doro","host community member",33.7303334,9.9665477,"Public Tap/Standpipe","Elsewhere","No electricity in household","Pit latrine with slab","Yes","Moveable firepan","Coal/lignite unprocessed","Respondent or another HH member","Yes",1,0,0,1,1,1,0,1298,7,9.9665477,33.7303334,"2023-05-22",1395,3,"Good"
1396,"2023-05-08","2023-05-08","MAKPANDU","refugee",28.6961165,4.7497203,"Tube Well/Borehole","Elsewhere","No electricity in household","Pit latrine with slab","Yes","Three stone stove/open fire","Wood","Respondent or another HH member","No",1,1,0,0,1,0,0,7,5,4.7497203,28.6961165,"2023-05-08",1396,3,"Good"
1397,"2023-06-17","2023-06-17","Doro","host community member",33.7378736,9.9650301,"Public Tap/Standpipe","Elsewhere","No electricity in household","No facility/bush/field","Yes","Build stove with bricks and/or mud","Coal/lignite unprocessed","Unrelated Person","No",1,0,0,0,0,1,0,300,7,9.9650301,33.7378736,"2023-06-17",1397,2,"Good"
1398,"2023-04-25","2023-04-25","Doro","refugee",33.7561309,9.9889882,"Public Tap/Standpipe","Elsewhere","No electricity in household","Flush/pour-flush to pit latrine","Yes","Three stone stove/open fire","Wood","Respondent or another HH member","Yes",1,0,0,0,1,1,0,7203,11,9.9889882,33.7561309,"2023-04-25",1398,3,"Good"
1399,"2023-06-30","2023-06-30","MAKPANDU","refugee",28.6978179,4.7563744,"Tube Well/Borehole","Elsewhere","No electricity in household","Pit latrine without slab/open pit","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",1,1,0,1,0,1,0,3,4,4.7563744,28.6978179,"2023-06-30",1399,3,"Good"
1400,"2023-06-07","2023-06-07","MAKPANDU","refugee",28.390133,4.5655112,"Unprotected Dug Well","Elsewhere","No electricity in household","Pit latrine with slab","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",0,0,0,0,1,0,0,30,7,4.5655112,28.390133,"2023-06-07",1400,1,"Poor"
1401,"2023-07-17","2023-07-17","Pamir","refugee",30.3601858,9.9021306,"Public Tap/Standpipe","Elsewhere","No electricity in household","Pit latrine with slab","No appliances in the household","Three stone stove/open fire","Agricultural or crop residue/grass/ straw/ shrubs/ corn cobs","Unrelated Person","No",1,0,0,0,1,1,0,1118,7,9.9021306,30.3601858,"2023-07-17",1401,3,"Good"
1402,"2023-05-08","2023-05-08","Ajuong Thok","host community member",30.1136638,9.8965338,"Public Tap/Standpipe","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Respondent or another HH member","Yes",1,0,0,0,0,1,0,60,16,9.8965338,30.1136638,"2023-05-08",1402,2,"Good"
1403,"2023-06-23","2023-06-23","Doro","host community member",33.7326443,9.9603341,"Tube Well/Borehole","Elsewhere","No electricity in household","Pit latrine with slab","Yes","Build stove with bricks and/or mud","Coal/lignite unprocessed","Respondent or another HH member","Yes",1,0,0,1,1,0,0,600,7,9.9603341,33.7326443,"2023-06-23",1403,2,"Good"
1404,"2023-05-10","2023-05-10","Yida","host community member",30.1237104,10.0194213,"Tube Well/Borehole","Elsewhere","Dry cell battery / torch","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Unrelated Person","Yes",1,0,0,0,0,0,0,1058,8,10.0194213,30.1237104,"2023-05-10",1404,1,"Poor"
1405,"2023-06-23","2023-06-23","Doro","host community member",33.735745,9.9658129,"Public Tap/Standpipe","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Respondent or another HH member","Yes",1,1,0,0,0,1,0,1,5,9.9658129,33.735745,"2023-06-23",1405,3,"Good"
1406,"2023-08-17","2023-08-17","Kaya","refugee",33.5913084,10.10011,"Public Tap/Standpipe","Elsewhere","No electricity in household","No facility/bush/field","Yes","Moveable firepan","Agricultural or crop residue/grass/ straw/ shrubs/ corn cobs","Unrelated Person","No",1,0,0,0,0,1,0,1800,5,10.10011,33.5913084,"2023-08-17",1406,2,"Good"
1407,"2023-07-07","2023-07-07","Gendrassa","refugee",33.6087006,9.9828142,"Public Tap/Standpipe","Elsewhere","No electricity in household","Flush/pour-flush to pit latrine","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",1,0,0,0,1,1,0,240,10,9.9828142,33.6087006,"2023-07-07",1407,3,"Good"
1408,"2023-07-18","2023-07-18","Yida","host community member",29.9778675,9.904588,"Tube Well/Borehole","Elsewhere","Dry cell battery / torch","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Respondent or another HH member","Yes",1,1,0,0,0,0,0,20,7,9.904588,29.9778675,"2023-07-18",1408,2,"Good"
1409,"2023-07-28","2023-07-28","Doro","refugee",33.7615922,10.0069907,"Public Tap/Standpipe","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",1,0,0,0,0,0,0,59885,9,10.0069907,33.7615922,"2023-07-28",1409,1,"Poor"
1410,"2023-07-12","2023-07-12","Yida","host community member",29.985815,10.2725649,"Unprotected Dug Well","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Respondent or another HH member","Yes",0,0,0,0,0,1,0,30,10,10.2725649,29.985815,"2023-07-12",1410,1,"Poor"
1411,"2023-10-25","2023-10-25","Yei Town","refugee",30.701855,4.0966175,"Tube Well/Borehole","Elsewhere","No electricity in household","Pit latrine without slab/open pit","Yes","Build stove with bricks and/or mud","Charcoal unprocessed","Unrelated Person","Yes",1,0,0,1,0,0,0,59910,14,4.0966175,30.701855,"2023-10-25",1411,1,"Poor"
1412,"2023-06-06","2023-06-06","Yida","refugee",30.0636979,10.1111485,"Public Tap/Standpipe","Elsewhere","No electricity in household","Pit latrine with slab","Yes","Three stone stove/open fire","Wood","Unrelated Person","Yes",1,1,0,0,1,0,0,5,8,10.1111485,30.0636979,"2023-06-06",1412,3,"Good"
1413,"2023-07-24","2023-07-24","Pamir","refugee",30.3474973,9.9033611,"Public Tap/Standpipe","Elsewhere","No electricity in household","Flush/pour-flush to pit latrine","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",1,1,0,1,1,1,0,2,9,9.9033611,30.3474973,"2023-07-24",1413,4,"Good"
1414,"2023-04-27","2023-04-27","Ajuong Thok","host community member",30.2870845,9.9320443,"Public Tap/Standpipe","Elsewhere","No electricity in household","Pit latrine with slab","Yes","Three stone stove/open fire","Wood","Respondent or another HH member","Yes",1,0,0,0,1,1,0,60,8,9.9320443,30.2870845,"2023-04-27",1414,3,"Good"
1415,"2023-11-07","2023-11-07","GOROM","refugee",31.4424555,4.7612194,"Tube Well/Borehole","Elsewhere","No electricity in household","No facility/bush/field","Yes","Build stove with bricks and/or mud","Coal/lignite briquettes/pellets","Unrelated Person","No",1,1,0,0,0,0,0,7,1,4.7612194,31.4424555,"2023-11-07",1415,2,"Good"
1416,"2023-07-03","2023-07-03","Yusuf Batil","refugee",33.570018,9.9674308,"Public Tap/Standpipe","Elsewhere","No electricity in household","Pit latrine with slab","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",1,0,0,0,1,1,0,59910,13,9.9674308,33.570018,"2023-07-03",1416,3,"Good"
1417,"2023-06-30","2023-06-30","Yusuf Batil","refugee",33.5633154,9.9708866,"Public Tap/Standpipe","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",1,0,0,0,0,1,0,59887,5,9.9708866,33.5633154,"2023-06-30",1417,2,"Good"
1418,"2023-06-10","2023-06-10","Yusuf Batil","refugee",33.5843372,9.9744764,"Public Tap/Standpipe","Elsewhere","No electricity in household","Flush/pour-flush to pit latrine","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",1,0,0,0,1,1,0,600,9,9.9744764,33.5843372,"2023-06-10",1418,3,"Good"
1419,"2023-09-22","2023-09-22","Pamir","refugee",30.3509202,9.9117747,"Public Tap/Standpipe","Elsewhere","No electricity in household","Pit latrine with slab","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",1,1,0,0,1,0,0,15,8,9.9117747,30.3509202,"2023-09-22",1419,3,"Good"
1420,"2023-06-15","2023-06-15","Doro","host community member",33.7334712,9.9631627,"Tanker Truck/Water Vendor",NA,"No electricity in household","No facility/bush/field","Yes","Moveable firepan","Coal/lignite unprocessed","Respondent or another HH member","Yes",1,0,0,0,0,1,0,240,7,9.9631627,33.7334712,"2023-06-15",1420,2,"Good"
1421,"2023-05-18","2023-05-18","Yida","refugee",30.06894,10.096543,"Public Tap/Standpipe","Elsewhere","No electricity in household","No facility/bush/field","No appliances in the household","Three stone stove/open fire","Agricultural or crop residue/grass/ straw/ shrubs/ corn cobs","Respondent or another HH member","Yes",1,0,0,0,0,1,0,1178,9,10.096543,30.06894,"2023-05-18",1421,2,"Good"
1422,"2023-06-06","2023-06-06","Doro","host community member",33.7157941,9.9657666,"Tube Well/Borehole","Elsewhere","No electricity in household","No facility/bush/field","Yes","Build stove with bricks and/or mud","Coal/lignite unprocessed","Unrelated Person","Yes",1,0,0,0,0,0,0,240,3,9.9657666,33.7157941,"2023-06-06",1422,1,"Poor"
1423,"2023-05-02","2023-05-02","Ajuong Thok","host community member",30.2855116,9.9435763,"Public Tap/Standpipe","Elsewhere","No electricity in household","Ventilated improved pit latrine","Yes","Manufactured solid fuel stove","Charcoal unprocessed","Respondent or another HH member","Yes",1,1,0,1,1,0,0,20,9,9.9435763,30.2855116,"2023-05-02",1423,3,"Good"
1424,"2023-05-27","2023-05-27","Doro","refugee",33.7439416,9.9843821,"Public Tap/Standpipe","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",1,0,0,0,0,0,0,59882,5,9.9843821,33.7439416,"2023-05-27",1424,1,"Poor"
1425,"2023-09-09","2023-09-09","EZO","refugee",27.4478096,5.0234019,"Surface Water (River, Stream, Pond, Dam, Canal)","Elsewhere","No electricity in household","Pit latrine without slab/open pit","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",0,0,0,0,0,1,0,45,7,5.0234019,27.4478096,"2023-09-09",1425,1,"Poor"
1426,"2023-08-17","2023-08-17","Pamir","refugee",30.3505856,9.9096989,"Public Tap/Standpipe","Elsewhere","No electricity in household","Ventilated improved pit latrine","Yes","Three stone stove/open fire","Wood","Unrelated Person","Yes",1,0,0,0,1,1,0,300,8,9.9096989,30.3505856,"2023-08-17",1426,3,"Good"
1427,"2023-07-20","2023-07-20","Ajuong Thok","host community member",30.2297642,9.8897826,"Unprotected Spring","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Respondent or another HH member","Yes",0,0,0,0,0,1,0,1118,5,9.8897826,30.2297642,"2023-07-20",1427,1,"Poor"
1428,"2023-07-19","2023-07-19","Doro","host community member",33.7137389,9.9678237,"Tube Well/Borehole","Elsewhere","No electricity in household","No facility/bush/field","Yes","Other, specify","Charcoal unprocessed","Respondent or another HH member","Yes",1,1,0,0,0,1,0,2,8,9.9678237,33.7137389,"2023-07-19",1428,3,"Good"
1429,"2023-08-18","2023-08-18","Kaya","refugee",33.5908084,10.0989406,"Public Tap/Standpipe","Elsewhere","No electricity in household","Flush/pour-flush to pit latrine","Yes","Moveable firepan","Agricultural or crop residue/grass/ straw/ shrubs/ corn cobs","Unrelated Person","No",1,0,0,1,1,1,0,2400,10,10.0989406,33.5908084,"2023-08-18",1429,3,"Good"
1430,"2023-06-21","2023-06-21","Ajuong Thok","refugee",30.2738506,9.9663777,"Public Tap/Standpipe","Elsewhere","No electricity in household","Other (Specify)","No appliances in the household","Three stone stove/open fire","Agricultural or crop residue/grass/ straw/ shrubs/ corn cobs","Unrelated Person","Yes",1,0,0,0,0,1,0,1058,7,9.9663777,30.2738506,"2023-06-21",1430,2,"Good"
1431,"2023-07-13","2023-07-13","Yusuf Batil","refugee",33.5713294,9.9636316,"Public Tap/Standpipe","Elsewhere","No electricity in household","Pit latrine with slab","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",1,0,0,0,1,0,0,59883,6,9.9636316,33.5713294,"2023-07-13",1431,2,"Good"
1432,"2023-08-10","2023-08-10","Doro","refugee",33.7706474,10.0121386,"Public Tap/Standpipe","Elsewhere","No electricity in household","Flush/pour-flush to pit latrine","Yes","Three stone stove/open fire","Agricultural or crop residue/grass/ straw/ shrubs/ corn cobs","Unrelated Person","No",1,0,0,0,1,1,0,902,8,10.0121386,33.7706474,"2023-08-10",1432,3,"Good"
1433,"2023-04-15","2023-04-15","Doro","host community member",33.7450695,9.9792023,"Tube Well/Borehole","Elsewhere","No electricity in household","Other (Specify)","Yes","Traditional solid fuel stove (non-manufactured)","Wood","Respondent or another HH member","No",1,1,0,0,0,1,0,5,7,9.9792023,33.7450695,"2023-04-15",1433,3,"Good"
1434,"2023-07-01","2023-07-01","Yusuf Batil","refugee",33.5689653,9.9666437,"Public Tap/Standpipe","Elsewhere","No electricity in household","Pit latrine with slab","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",1,0,0,0,1,1,0,59895,7,9.9666437,33.5689653,"2023-07-01",1434,3,"Good"
1435,"2023-09-06","2023-09-06","Doro","host community member",33.7276269,9.9626472,"Public Tap/Standpipe","Elsewhere","No electricity in household","Flush/pour-flush to pit latrine","Yes","Moveable firepan","Coal/lignite unprocessed","Respondent or another HH member","No",1,0,0,1,1,0,0,301,4,9.9626472,33.7276269,"2023-09-06",1435,2,"Good"
1436,"2023-09-29","2023-09-29","Yei Town","refugee",30.6621931,4.0894566,"Tube Well/Borehole","Elsewhere","No electricity in household","Flush/pour-flush to pit latrine","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",1,0,0,0,1,0,0,60,5,4.0894566,30.6621931,"2023-09-29",1436,2,"Good"
1437,"2023-04-22","2023-04-22","Ajuong Thok","refugee",30.2839105,9.9837721,"Public Tap/Standpipe","Elsewhere","No electricity in household","Flush/pour-flush to pit latrine","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",1,1,0,0,1,0,0,5,6,9.9837721,30.2839105,"2023-04-22",1437,3,"Good"
1438,"2023-06-26","2023-06-26","Ajuong Thok","refugee",30.2895819,9.9709257,"Public Tap/Standpipe","Elsewhere","No electricity in household","Ventilated improved pit latrine","Yes","Three stone stove/open fire","Wood","Unrelated Person","Yes",1,0,0,0,1,0,0,300,6,9.9709257,30.2895819,"2023-06-26",1438,2,"Good"
1439,"2023-10-05","2023-10-05","Source Yubu","refugee",27.2567034,5.400061,"Surface Water (River, Stream, Pond, Dam, Canal)","Elsewhere","No electricity in household","Pit latrine without slab/open pit","Yes","Three stone stove/open fire","Wood","Respondent or another HH member","Yes",0,0,0,0,0,0,0,90,9,5.400061,27.2567034,"2023-10-05",1439,0,"Poor"
1440,"2023-05-04","2023-05-04","MAKPANDU","refugee",28.6970462,4.750765,"Tube Well/Borehole","Elsewhere","No electricity in household","Composting toilet","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",1,1,0,1,1,0,0,6,16,4.750765,28.6970462,"2023-05-04",1440,3,"Good"
1441,"2023-07-05","2023-07-05","Pamir","refugee",30.3650904,9.9106798,"Public Tap/Standpipe","Elsewhere","No electricity in household","Pit latrine without slab/open pit","Yes","Three stone stove/open fire","Wood","Unrelated Person","Yes",1,0,0,0,0,1,0,60,5,9.9106798,30.3650904,"2023-07-05",1441,2,"Good"
1442,"2023-04-24","2023-04-25","GOROM","refugee",31.4433154,4.7610495,"Tube Well/Borehole","Elsewhere","Solar lantern","Pit latrine without slab/open pit","Yes","Traditional solid fuel stove (non-manufactured)","Wood","Unrelated Person","Yes",1,0,0,1,0,0,0,2430,15,4.7610495,31.4433154,"2023-04-24",1442,1,"Poor"
1443,"2023-06-07","2023-06-07","Yusuf Batil","refugee",33.5848594,9.978413,"Public Tap/Standpipe","Elsewhere","No electricity in household","Flush/pour-flush to pit latrine","Yes","Three stone stove/open fire","Coal/lignite unprocessed","Unrelated Person","No",1,0,0,1,1,1,0,300,13,9.978413,33.5848594,"2023-06-07",1443,3,"Good"
1444,"2023-08-12","2023-08-12","Ajuong Thok","host community member",30.2917055,9.9395811,"Public Tap/Standpipe","Elsewhere","No electricity in household","Pit latrine with slab","No","0","0","Respondent or another HH member","Yes",1,0,0,0,1,0,0,70,9,9.9395811,30.2917055,"2023-08-12",1444,2,"Good"
1445,"2023-05-27","2023-05-27","Yusuf Batil","refugee",33.5852869,9.9859285,"Piped Into Yard/Plot",NA,"No electricity in household","Ventilated improved pit latrine","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",1,1,0,0,1,0,0,0,4,9.9859285,33.5852869,"2023-05-27",1445,3,"Good"
1446,"2023-08-14","2023-08-14","Doro","host community member",33.7333367,9.9674283,"Public Tap/Standpipe","Elsewhere","No electricity in household","No facility/bush/field","Yes","Moveable firepan","Coal/lignite unprocessed","Respondent or another HH member","Yes",1,0,0,0,0,0,0,120,6,9.9674283,33.7333367,"2023-08-14",1446,1,"Poor"
1447,"2023-09-04","2023-09-04","Pamir","refugee",30.3455548,9.914592,"Public Tap/Standpipe","Elsewhere","No electricity in household","Pit latrine without slab/open pit","Yes","Three stone stove/open fire","Wood","Respondent or another HH member","No",1,1,0,0,0,0,0,6,4,9.914592,30.3455548,"2023-09-04",1447,2,"Good"
1448,"2023-04-25","2023-04-25","Doro","refugee",33.7555557,9.9886339,"Public Tap/Standpipe","Elsewhere","No electricity in household","Flush/pour-flush to pit latrine","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",1,0,0,1,1,0,0,1058,9,9.9886339,33.7555557,"2023-04-25",1448,2,"Good"
1449,"2023-06-10","2023-06-10","Yusuf Batil","refugee",33.7372786,9.9680955,"Piped Into Yard/Plot",NA,"No electricity in household","Flush/pour-flush to pit latrine","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",1,1,0,0,1,0,0,0,7,9.9680955,33.7372786,"2023-06-10",1449,3,"Good"
1450,"2023-06-12","2023-06-12","Doro","host community member",33.7298828,9.9616953,"Public Tap/Standpipe","Elsewhere","No electricity in household","No facility/bush/field","Yes","Build stove with bricks and/or mud","Coal/lignite unprocessed","Respondent or another HH member","Yes",1,0,0,0,0,0,0,480,5,9.9616953,33.7298828,"2023-06-12",1450,1,"Poor"
1451,"2023-07-20","2023-07-20","Doro","host community member",33.8230153,9.9444259,"Surface Water (River, Stream, Pond, Dam, Canal)","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Respondent or another HH member","Yes",0,0,0,0,0,1,0,90,5,9.9444259,33.8230153,"2023-07-20",1451,1,"Poor"
1452,"2023-06-06","2023-06-06","Doro","host community member",33.716086,9.9658719,"Public Tap/Standpipe","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Unrelated Person","Yes",1,0,0,0,0,0,0,600,4,9.9658719,33.716086,"2023-06-06",1452,1,"Poor"
1453,"2023-05-02","2023-05-02","Doro","refugee",33.7610968,9.9900209,"Public Tap/Standpipe","Elsewhere","No electricity in household","Pit latrine without slab/open pit","Yes","Manufactured solid fuel stove","Charcoal unprocessed","Unrelated Person","No",1,0,0,1,0,0,0,75,3,9.9900209,33.7610968,"2023-05-02",1453,1,"Poor"
1454,"2023-05-10","2023-05-10","Doro","refugee",33.7429776,9.9896121,"Public Tap/Standpipe","Elsewhere","No electricity in household","Flush/pour-flush to pit latrine","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",1,0,0,1,1,0,0,1058,6,9.9896121,33.7429776,"2023-05-10",1454,2,"Good"
1455,"2023-05-30","2023-05-30","Yida","host community member",29.9237206,10.0412937,"Public Tap/Standpipe","Elsewhere","Dry cell battery / torch","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Respondent or another HH member","No",1,0,0,0,0,0,0,90,5,10.0412937,29.9237206,"2023-05-30",1455,1,"Poor"
1456,"2023-08-04","2023-08-04","Doro","refugee",33.7625038,9.9818503,"Public Tap/Standpipe","In Own Yard/Plot","No electricity in household","Ventilated improved pit latrine","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",1,1,0,0,1,0,0,0,4,9.9818503,33.7625038,"2023-08-04",1456,3,"Good"
1457,"2023-05-25","2023-05-25","Doro","refugee",33.7413936,9.9856649,"Public Tap/Standpipe","Elsewhere","No electricity in household","Pit latrine without slab/open pit","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",1,0,0,1,0,1,0,59883,11,9.9856649,33.7413936,"2023-05-25",1457,2,"Good"
1458,"2023-07-29","2023-07-29","Pamir","refugee",30.3532508,9.9070323,"Public Tap/Standpipe","Elsewhere","No electricity in household","Pit latrine with slab","No appliances in the household","Three stone stove/open fire","Agricultural or crop residue/grass/ straw/ shrubs/ corn cobs","Unrelated Person","No",1,0,0,0,1,1,0,1118,8,9.9070323,30.3532508,"2023-07-29",1458,3,"Good"
1459,"2023-06-03","2023-06-03","MAKPANDU","refugee",28.3909707,4.5789367,"Tube Well/Borehole","Elsewhere","No electricity in household","Pit latrine with slab","Yes","Build stove with bricks and/or mud","Charcoal unprocessed","Unrelated Person","Yes",1,0,0,1,1,0,0,30,2,4.5789367,28.3909707,"2023-06-03",1459,2,"Good"
1460,"2023-05-27","2023-05-27","Ajuong Thok","refugee",30.2765344,9.9639777,"Public Tap/Standpipe","Elsewhere","No electricity in household","Flush/pour-flush to pit latrine","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",1,1,0,0,1,0,0,2,2,9.9639777,30.2765344,"2023-05-27",1460,3,"Good"
1461,"2023-06-07","2023-06-07","Yida","host community member",29.9473381,9.9716097,"Tube Well/Borehole","Elsewhere","Other, specify","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Respondent or another HH member","Yes",1,0,0,0,0,0,0,80,7,9.9716097,29.9473381,"2023-06-07",1461,1,"Poor"
1462,"2023-05-03","2023-05-03","Ajuong Thok","refugee",30.2839252,9.9664682,"Public Tap/Standpipe","Elsewhere","No electricity in household","Ventilated improved pit latrine","Yes","Build stove with bricks and/or mud","Wood","Unrelated Person","Yes",1,0,0,0,1,1,0,600,7,9.9664682,30.2839252,"2023-05-03",1462,3,"Good"
1463,"2023-05-15","2023-05-15","Yida","host community member",30.0263291,9.9025095,"Tube Well/Borehole","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Respondent or another HH member","Yes",1,0,0,0,0,0,0,150,6,9.9025095,30.0263291,"2023-05-15",1463,1,"Poor"
1464,"2023-07-05","2023-07-05","Gendrassa","refugee",33.6055856,9.9879443,"Public Tap/Standpipe","Elsewhere","No electricity in household","Pit latrine with slab","Yes","Other, specify","Charcoal unprocessed","Unrelated Person","No",1,1,0,1,1,1,0,3,10,9.9879443,33.6055856,"2023-07-05",1464,4,"Good"
1465,"2023-06-08","2023-06-08","Yida","refugee",30.0815493,10.1099831,"Public Tap/Standpipe","Elsewhere","No electricity in household","Pit latrine without slab/open pit","No appliances in the household","Three stone stove/open fire","Agricultural or crop residue/grass/ straw/ shrubs/ corn cobs","Unrelated Person","Yes",1,0,0,0,0,1,0,1178,7,10.1099831,30.0815493,"2023-06-08",1465,2,"Good"
1466,"2023-05-17","2023-05-17","Doro","refugee",33.741075,9.9908068,"Public Tap/Standpipe","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Agricultural or crop residue/grass/ straw/ shrubs/ corn cobs","Unrelated Person","No",1,0,0,0,0,1,0,59895,5,9.9908068,33.741075,"2023-05-17",1466,2,"Good"
1467,"2023-05-04","2023-05-04","Doro","refugee",33.7637253,9.9895493,"Public Tap/Standpipe","Elsewhere","No electricity in household","Flush/pour-flush to pit latrine","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",1,0,0,1,1,0,0,2798,8,9.9895493,33.7637253,"2023-05-04",1467,2,"Good"
1468,"2023-08-05","2023-08-05","Pamir","refugee",30.3592772,9.9089926,"Public Tap/Standpipe","Elsewhere","No electricity in household","Ventilated improved pit latrine","No appliances in the household","Three stone stove/open fire","Agricultural or crop residue/grass/ straw/ shrubs/ corn cobs","Unrelated Person","No",1,0,0,0,1,0,0,1058,4,9.9089926,30.3592772,"2023-08-05",1468,2,"Good"
1469,"2023-09-08","2023-09-08","Pamir","refugee",30.3462262,9.9134911,"Public Tap/Standpipe","Elsewhere","No electricity in household","Flush/pour-flush to pit latrine","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",1,1,0,1,1,0,0,3,5,9.9134911,30.3462262,"2023-09-08",1469,3,"Good"
1470,"2023-05-29","2023-05-29","Kaya","host community member",33.0939754,10.3920962,"Protected Dug Well","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Respondent or another HH member","Yes",1,1,0,0,0,0,0,3,7,10.3920962,33.0939754,"2023-05-29",1470,2,"Good"
1471,"2023-05-17","2023-05-17","Yida","host community member",30.0619459,10.0884591,"Tube Well/Borehole","Elsewhere","Dry cell battery / torch","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Respondent or another HH member","Yes",1,0,0,0,0,0,0,150,6,10.0884591,30.0619459,"2023-05-17",1471,1,"Poor"
1472,"2023-04-29","2023-04-29","MAKPANDU","refugee",28.6999358,4.7529398,"Tube Well/Borehole","Elsewhere","No electricity in household","Pit latrine with slab","Yes","Three stone stove/open fire","Wood","Respondent or another HH member","Yes",1,0,0,0,1,0,0,150,3,4.7529398,28.6999358,"2023-04-29",1472,2,"Good"
1473,"2023-05-17","2023-05-17","Yida","refugee",30.0814568,10.1016398,"Public Tap/Standpipe","Elsewhere","No electricity in household","Pit latrine with slab","Yes","Moveable firepan","Wood","Unrelated Person","Yes",1,1,0,0,1,1,0,5,10,10.1016398,30.0814568,"2023-05-17",1473,4,"Good"
1474,"2023-08-15","2023-08-15","Kaya","refugee",33.5938156,10.1090264,"Tube Well/Borehole","In Own Yard/Plot","No electricity in household","Pit latrine with slab","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",1,1,0,0,1,0,0,0,4,10.1090264,33.5938156,"2023-08-15",1474,3,"Good"
1475,"2023-05-29","2023-05-29","Kaya","host community member",33.0778726,10.4470457,"Unprotected Dug Well","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Respondent or another HH member","Yes",0,0,0,0,0,1,0,90,10,10.4470457,33.0778726,"2023-05-29",1475,1,"Poor"
1476,"2023-04-20","2023-04-20","Ajuong Thok","refugee",30.2878059,9.9675941,"Public Tap/Standpipe","Elsewhere","No electricity in household","Flush/pour-flush to pit latrine","No appliances in the household","Build stove with bricks and/or mud","Woodchips","Respondent or another HH member","Yes",1,0,0,0,1,0,0,1298,5,9.9675941,30.2878059,"2023-04-20",1476,2,"Good"
