"start","end","interviewdate","pop_groups","X_geopoint_longitude","X_geopoint_latitude","id","drinking_water_source","drinking_water_location","electicity_or_light_source_most_used","main_toilet_facility","cooking_at_hh_level","hh_cooking_source","hh_cooking_fuel","land_ownership","landownership_legal_docs","Improved_dw","Improved_dw_final","electricity","shared_san_facility","Improved_san","crowding_cat","Clean_cookingfuel","time_to_access_water_min","hh_size_001","lat","lon","living_conditions_score","living_conditions_category"
2023-12-11,2023-12-11,2023-12-11,"IDPs",31.5556179,9.3476345,2317,"Surface Water (River, Stream, Pond, Dam, Canal)","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Government Agency Or Municipality","No",1,0,0,0,1,1,0,10,5,9.3476345,31.5556179,3,"Good"
2023-12-11,2023-12-11,2023-12-11,"IDPs",31.5556092,9.3477538,2318,"Surface Water (River, Stream, Pond, Dam, Canal)","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Government Agency Or Municipality","No",1,0,0,0,1,1,0,10,5,9.3477538,31.5556092,3,"Good"
2023-12-11,2023-12-11,2023-12-11,"IDPs",31.5554575,9.3476117,2319,"Surface Water (River, Stream, Pond, Dam, Canal)","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Government Agency Or Municipality","No",1,0,0,0,1,1,0,15,6,9.3476117,31.5554575,3,"Good"
2023-12-11,2023-12-11,2023-12-11,"IDPs",31.555629,9.3475168,2320,"Surface Water (River, Stream, Pond, Dam, Canal)","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Government Agency Or Municipality","No",1,0,0,0,1,1,0,7,7,9.3475168,31.555629,3,"Good"
2023-12-11,2023-12-11,2023-12-11,"IDPs",31.5559973,9.3461649,2321,"Surface Water (River, Stream, Pond, Dam, Canal)","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Government Agency Or Municipality","No",1,0,0,0,1,1,0,15,8,9.3461649,31.5559973,3,"Good"
2023-12-11,2023-12-11,2023-12-11,"IDPs",31.556058,9.3459909,2322,"Surface Water (River, Stream, Pond, Dam, Canal)","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Government Agency Or Municipality","No",1,0,0,0,1,1,0,10,8,9.3459909,31.556058,3,"Good"
2023-12-11,2023-12-11,2023-12-11,"IDPs",31.5551602,9.3487177,2323,"Surface Water (River, Stream, Pond, Dam, Canal)","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Government Agency Or Municipality","No",1,0,0,0,1,0,0,10,2,9.3487177,31.5551602,2,"Good"
2023-12-12,2023-12-12,2023-12-12,"IDPs",31.5411271,9.3127294,2324,"Surface Water (River, Stream, Pond, Dam, Canal)","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Government Agency Or Municipality","No",1,0,0,0,1,1,0,10,10,9.3127294,31.5411271,3,"Good"
2023-12-12,2023-12-12,2023-12-12,"IDPs",31.5407,9.3108578,2325,"Surface Water (River, Stream, Pond, Dam, Canal)","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Government Agency Or Municipality","No",1,0,0,0,1,0,0,10,2,9.3108578,31.5407,2,"Good"
2023-12-12,2023-12-12,2023-12-12,"IDPs",31.5406348,9.3109726,2326,"Surface Water (River, Stream, Pond, Dam, Canal)","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Government Agency Or Municipality","No",1,0,0,0,1,1,0,7,8,9.3109726,31.5406348,3,"Good"
2023-12-12,2023-12-12,2023-12-12,"IDPs",31.5410582,9.3109592,2327,"Surface Water (River, Stream, Pond, Dam, Canal)","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Respondent or another HH member","No",1,0,0,0,1,1,0,7,6,9.3109592,31.5410582,3,"Good"
2023-12-12,2023-12-12,2023-12-12,"IDPs",31.5404269,9.3100073,2328,"Surface Water (River, Stream, Pond, Dam, Canal)","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Government Agency Or Municipality","No",1,0,0,0,1,0,0,10,2,9.3100073,31.5404269,2,"Good"
2023-12-12,2023-12-12,2023-12-12,"IDPs",31.5401806,9.3091428,2329,"Surface Water (River, Stream, Pond, Dam, Canal)","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Government Agency Or Municipality","No",1,0,0,0,1,1,0,7,7,9.3091428,31.5401806,3,"Good"
2023-12-12,2023-12-12,2023-12-12,"IDPs",31.5400641,9.308962,2330,"Surface Water (River, Stream, Pond, Dam, Canal)","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Government Agency Or Municipality","No",1,0,0,0,1,1,0,5,5,9.308962,31.5400641,3,"Good"
2023-12-11,2023-12-11,2023-12-11,"IDPs",31.0487145,9.4720222,2331,"Other (Specify)","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",0,0,0,0,1,0,0,5,4,9.4720222,31.0487145,1,"Poor"
2023-12-12,2023-12-12,2023-12-12,"IDPs",31.5396769,9.3128717,2332,"Surface Water (River, Stream, Pond, Dam, Canal)","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Government Agency Or Municipality","No",1,0,0,0,1,1,0,3,5,9.3128717,31.5396769,3,"Good"
2023-12-12,2023-12-12,2023-12-12,"IDPs",31.5388295,9.3098787,2333,"Surface Water (River, Stream, Pond, Dam, Canal)","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Government Agency Or Municipality","No",1,0,0,0,1,1,0,5,5,9.3098787,31.5388295,3,"Good"
2023-12-13,2023-12-13,2023-12-13,"IDPs",31.5522443,9.3533073,2334,"Surface Water (River, Stream, Pond, Dam, Canal)","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Government Agency Or Municipality","No",1,0,0,0,1,0,0,10,3,9.3533073,31.5522443,2,"Good"
2023-12-13,2023-12-13,2023-12-13,"IDPs",31.5517538,9.3550494,2335,"Surface Water (River, Stream, Pond, Dam, Canal)","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Government Agency Or Municipality","No",1,0,0,0,1,1,0,10,9,9.3550494,31.5517538,3,"Good"
2023-12-13,2023-12-13,2023-12-13,"IDPs",31.551414,9.3556904,2336,"Surface Water (River, Stream, Pond, Dam, Canal)","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Government Agency Or Municipality","No",1,0,0,0,1,1,0,10,7,9.3556904,31.551414,3,"Good"
2023-12-13,2023-12-13,2023-12-13,"IDPs",31.1984336,9.3774993,2337,"Surface Water (River, Stream, Pond, Dam, Canal)","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Government Agency Or Municipality","No",1,0,0,0,1,1,0,7,7,9.3774993,31.1984336,3,"Good"
2023-12-13,2023-12-13,2023-12-13,"IDPs",31.5511409,9.3565302,2338,"Surface Water (River, Stream, Pond, Dam, Canal)","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Government Agency Or Municipality","No",1,0,0,0,1,1,0,10,6,9.3565302,31.5511409,3,"Good"
2023-12-14,2023-12-14,2023-12-14,"IDPs",31.5248601,9.2547146,2339,"Surface Water (River, Stream, Pond, Dam, Canal)","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Government Agency Or Municipality","No",1,0,0,0,1,1,0,2,6,9.2547146,31.5248601,3,"Good"
2023-12-14,2023-12-14,2023-12-14,"IDPs",31.5254208,9.255611,2340,"Surface Water (River, Stream, Pond, Dam, Canal)","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Government Agency Or Municipality","No",1,0,0,0,1,1,0,6,9,9.255611,31.5254208,3,"Good"
2023-12-13,2023-12-13,2023-12-13,"IDPs",31.5509906,9.3572144,2341,"Surface Water (River, Stream, Pond, Dam, Canal)","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Government Agency Or Municipality","No",1,0,0,0,1,0,0,10,2,9.3572144,31.5509906,2,"Good"
2023-12-13,2023-12-13,2023-12-13,"IDPs",31.5501651,9.3594963,2342,"Surface Water (River, Stream, Pond, Dam, Canal)","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Government Agency Or Municipality","No",1,0,0,0,1,1,0,5,5,9.3594963,31.5501651,3,"Good"
2023-12-14,2023-12-14,2023-12-14,"IDPs",31.5250998,9.2557502,2343,"Surface Water (River, Stream, Pond, Dam, Canal)","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Government Agency Or Municipality","No",1,0,0,0,1,1,0,4,7,9.2557502,31.5250998,3,"Good"
2023-12-14,2023-12-14,2023-12-14,"IDPs",31.5245821,9.2535087,2344,"Surface Water (River, Stream, Pond, Dam, Canal)","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Government Agency Or Municipality","No",1,0,0,0,1,1,0,4,7,9.2535087,31.5245821,3,"Good"
2023-12-14,2023-12-14,2023-12-14,"IDPs",31.5260673,9.2578991,2345,"Surface Water (River, Stream, Pond, Dam, Canal)","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Government Agency Or Municipality","No",1,0,0,0,1,1,0,5,9,9.2578991,31.5260673,3,"Good"
2023-12-14,2023-12-14,2023-12-14,"IDPs",31.526448,9.2586785,2346,"Surface Water (River, Stream, Pond, Dam, Canal)","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Government Agency Or Municipality","No",1,0,0,0,1,1,0,5,4,9.2586785,31.526448,3,"Good"
2023-12-14,2023-12-14,2023-12-14,"IDPs",31.5264333,9.2589278,2347,"Surface Water (River, Stream, Pond, Dam, Canal)","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Government Agency Or Municipality","No",1,0,0,0,1,1,0,6,6,9.2589278,31.5264333,3,"Good"
2023-12-14,2023-12-14,2023-12-14,"IDPs",31.5249031,9.2551738,2348,"Surface Water (River, Stream, Pond, Dam, Canal)","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Government Agency Or Municipality","No",1,0,0,0,1,1,0,5,7,9.2551738,31.5249031,3,"Good"
2023-12-11,2023-12-11,2023-12-11,"IDPs",31.0483415,9.4719728,2349,"Other (Specify)","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",0,0,0,0,1,0,0,10,9,9.4719728,31.0483415,1,"Poor"
2023-12-14,2023-12-14,2023-12-14,"IDPs",31.5249941,9.2554873,2350,"Surface Water (River, Stream, Pond, Dam, Canal)","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Government Agency Or Municipality","No",1,0,0,0,1,0,0,5,3,9.2554873,31.5249941,2,"Good"
2023-12-15,2023-12-15,2023-12-15,"IDPs",31.5890749,9.3130346,2351,"Surface Water (River, Stream, Pond, Dam, Canal)","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Government Agency Or Municipality","No",1,0,0,0,1,1,0,2,6,9.3130346,31.5890749,3,"Good"
2023-12-15,2023-12-15,2023-12-15,"IDPs",31.5897783,9.312624,2352,"Surface Water (River, Stream, Pond, Dam, Canal)","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Government Agency Or Municipality","No",1,0,0,0,1,1,0,2,4,9.312624,31.5897783,3,"Good"
2023-12-15,2023-12-15,2023-12-15,"IDPs",31.5936916,9.3114784,2353,"Surface Water (River, Stream, Pond, Dam, Canal)","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Government Agency Or Municipality","No",1,0,0,0,1,1,0,5,4,9.3114784,31.5936916,3,"Good"
2023-12-11,2023-12-11,2023-12-11,"IDPs",31.0481001,9.4702314,2354,"Other (Specify)","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",0,0,0,0,1,1,0,3,6,9.4702314,31.0481001,2,"Good"
2023-12-15,2023-12-15,2023-12-15,"IDPs",31.5892048,9.3130647,2355,"Surface Water (River, Stream, Pond, Dam, Canal)","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Government Agency Or Municipality","No",1,0,0,0,1,1,0,5,4,9.3130647,31.5892048,3,"Good"
2023-12-15,2023-12-15,2023-12-15,"IDPs",31.5903202,9.312472,2356,"Surface Water (River, Stream, Pond, Dam, Canal)","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Government Agency Or Municipality","No",1,0,0,0,1,1,0,3,6,9.312472,31.5903202,3,"Good"
2023-12-15,2023-12-15,2023-12-15,"IDPs",31.5928244,9.3118409,2357,"Surface Water (River, Stream, Pond, Dam, Canal)","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Government Agency Or Municipality","No",1,0,0,0,1,1,0,10,6,9.3118409,31.5928244,3,"Good"
2023-12-15,2023-12-15,2023-12-15,"IDPs",31.5932807,9.3121228,2358,"Surface Water (River, Stream, Pond, Dam, Canal)","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Government Agency Or Municipality","No",1,0,0,0,1,1,0,5,7,9.3121228,31.5932807,3,"Good"
2023-12-15,2023-12-15,2023-12-15,"IDPs",31.5917219,9.3126407,2359,"Surface Water (River, Stream, Pond, Dam, Canal)","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Government Agency Or Municipality","No",1,0,0,0,1,1,0,15,4,9.3126407,31.5917219,3,"Good"
2023-12-11,2023-12-11,2023-12-11,"IDPs",31.0479492,9.4704073,2360,"Other (Specify)","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",0,0,0,0,1,0,0,3,3,9.4704073,31.0479492,1,"Poor"
2023-12-11,2023-12-11,2023-12-11,"IDPs",31.0479843,9.4701345,2361,"Other (Specify)","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",0,0,0,0,1,1,0,3,5,9.4701345,31.0479843,2,"Good"
2023-12-11,2023-12-11,2023-12-11,"IDPs",31.0479576,9.4704962,2362,"Other (Specify)","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",0,0,0,0,1,1,0,3,5,9.4704962,31.0479576,2,"Good"
2023-12-11,2023-12-11,2023-12-11,"IDPs",31.0444011,9.4716872,2363,"Other (Specify)","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",0,0,0,0,1,1,0,5,14,9.4716872,31.0444011,2,"Good"
2023-12-11,2023-12-11,2023-12-11,"IDPs",31.044448,9.4716669,2364,"Other (Specify)","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",0,0,0,0,1,1,0,7,14,9.4716669,31.044448,2,"Good"
2023-12-11,2023-12-11,2023-12-11,"IDPs",31.0447178,9.4715526,2365,"Other (Specify)","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",0,0,0,0,1,1,0,6,6,9.4715526,31.0447178,2,"Good"
2023-12-12,2023-12-12,2023-12-12,"IDPs",31.0454977,9.4685869,2366,"Other (Specify)","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",0,0,0,0,1,1,0,7,11,9.4685869,31.0454977,2,"Good"
2023-12-12,2023-12-12,2023-12-12,"IDPs",31.0450332,9.4723803,2367,"Other (Specify)","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",0,0,0,0,1,1,0,7,11,9.4723803,31.0450332,2,"Good"
2023-12-12,2023-12-12,2023-12-12,"IDPs",31.0396677,9.4670663,2368,"Other (Specify)","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",0,0,0,0,1,1,0,7,8,9.4670663,31.0396677,2,"Good"
2023-12-12,2023-12-12,2023-12-12,"IDPs",31.0443657,9.4718517,2369,"Other (Specify)","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",0,0,0,0,1,1,0,7,6,9.4718517,31.0443657,2,"Good"
2023-12-12,2023-12-12,2023-12-12,"IDPs",31.0444773,9.4719813,2370,"Other (Specify)","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",0,0,0,0,1,1,0,15,10,9.4719813,31.0444773,2,"Good"
2023-12-12,2023-12-12,2023-12-12,"IDPs",31.0449803,9.4720926,2371,"Other (Specify)","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",0,0,0,0,1,1,0,15,10,9.4720926,31.0449803,2,"Good"
2023-12-12,2023-12-12,2023-12-12,"IDPs",31.0444536,9.4716705,2372,"Other (Specify)","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",0,0,0,0,1,1,0,7,6,9.4716705,31.0444536,2,"Good"
2023-12-12,2023-12-12,2023-12-12,"IDPs",31.0449829,9.4718676,2373,"Other (Specify)","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",0,0,0,0,1,1,0,5,7,9.4718676,31.0449829,2,"Good"
2023-12-12,2023-12-12,2023-12-12,"IDPs",31.0451376,9.4716426,2374,"Other (Specify)","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",0,0,0,0,1,1,0,5,10,9.4716426,31.0451376,2,"Good"
2023-12-12,2023-12-12,2023-12-12,"IDPs",31.0450337,9.471548,2375,"Other (Specify)","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",0,0,0,0,1,1,0,3,10,9.471548,31.0450337,2,"Good"
2023-12-12,2023-12-12,2023-12-12,"IDPs",31.0447694,9.4716028,2376,"Other (Specify)","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",0,0,0,0,1,1,0,3,9,9.4716028,31.0447694,2,"Good"
2023-12-12,2023-12-13,2023-12-13,"IDPs",31.0449391,9.4716597,2377,"Other (Specify)","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",0,0,0,0,1,1,0,3,8,9.4716597,31.0449391,2,"Good"
2023-12-12,2023-12-12,2023-12-12,"IDPs",31.0489989,9.4720318,2378,"Other (Specify)","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",0,0,0,0,1,1,0,20,4,9.4720318,31.0489989,2,"Good"
2023-12-14,2023-12-14,2023-12-14,"IDPs",31.5272038,9.2628989,2379,"Other (Specify)","Elsewhere","No electricity in household","Pit latrine with slab","Yes","Piped natural gas stove","0","Unrelated Person","No",0,0,0,1,0,1,1,5,6,9.2628989,31.5272038,2,"Good"
2023-12-14,2023-12-14,2023-12-14,"IDPs",31.526823,9.2620794,2380,"Other (Specify)","Elsewhere","No electricity in household","Pit latrine with slab","Yes","Three stone stove/open fire","Wood","Friend Or Relative","No",0,0,0,1,0,0,0,5,4,9.2620794,31.526823,0,"Poor"
2023-12-14,2023-12-14,2023-12-14,"IDPs",31.5265537,9.2607233,2381,"Other (Specify)","Elsewhere","No electricity in household","Pit latrine with slab","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",0,0,0,1,0,1,0,7,11,9.2607233,31.5265537,1,"Poor"
2023-12-14,2023-12-14,2023-12-14,"IDPs",31.5260506,9.2599544,2382,"Other (Specify)","Elsewhere","No electricity in household","Pit latrine with slab","Yes","Three stone stove/open fire","Wood","Friend Or Relative","No",0,0,0,1,0,0,0,10,8,9.2599544,31.5260506,0,"Poor"
2023-12-14,2023-12-14,2023-12-14,"IDPs",31.5271362,9.2626487,2383,"Other (Specify)","Elsewhere","No electricity in household","Pit latrine with slab","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",0,0,0,1,0,1,0,3,7,9.2626487,31.5271362,1,"Poor"
2023-12-14,2023-12-14,2023-12-14,"IDPs",31.5267031,9.26232,2384,"Other (Specify)","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",0,0,0,0,1,0,0,5,2,9.26232,31.5267031,1,"Poor"
2023-12-14,2023-12-14,2023-12-14,"IDPs",31.5264374,9.2611081,2385,"Other (Specify)","Elsewhere","No electricity in household","Pit latrine with slab","Yes","Three stone stove/open fire","Wood","Friend Or Relative","No",0,0,0,1,0,0,0,10,1,9.2611081,31.5264374,0,"Poor"
2023-12-14,2023-12-14,2023-12-14,"IDPs",31.5264007,9.2609259,2386,"Other (Specify)","Elsewhere","No electricity in household","Pit latrine with slab","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",0,0,0,1,0,0,0,5,7,9.2609259,31.5264007,0,"Poor"
2023-12-14,2023-12-14,2023-12-14,"IDPs",31.5260322,9.2598068,2387,"Other (Specify)","Elsewhere","No electricity in household","Pit latrine with slab","Yes","Three stone stove/open fire","Wood","Friend Or Relative","No",0,0,0,1,0,0,0,7,7,9.2598068,31.5260322,0,"Poor"
2023-12-15,2023-12-15,2023-12-15,"IDPs",31.6093929,9.3201228,2388,"Other (Specify)","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",0,0,0,0,1,0,0,14,7,9.3201228,31.6093929,1,"Poor"
2023-12-15,2023-12-15,2023-12-15,"IDPs",31.6091553,9.3212626,2389,"Other (Specify)","Elsewhere","No electricity in household","Pit latrine with slab","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",0,0,0,1,0,1,0,10,11,9.3212626,31.6091553,1,"Poor"
2023-12-15,2023-12-15,2023-12-15,"IDPs",31.609765,9.3217636,2390,"Other (Specify)","Elsewhere","No electricity in household","Pit latrine with slab","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",0,0,0,1,0,0,0,15,6,9.3217636,31.609765,0,"Poor"
2023-12-15,2023-12-15,2023-12-15,"IDPs",31.6103407,9.3215675,2391,"Other (Specify)","Elsewhere","No electricity in household","Pit latrine with slab","Yes","Three stone stove/open fire","Wood","Friend Or Relative","No",0,0,0,1,0,0,0,20,7,9.3215675,31.6103407,0,"Poor"
2023-12-15,2023-12-15,2023-12-15,"IDPs",31.6127119,9.3182037,2392,"Other (Specify)","Elsewhere","No electricity in household","Pit latrine with slab","Yes","Three stone stove/open fire","Wood","Friend Or Relative","No",0,0,0,1,0,1,0,20,7,9.3182037,31.6127119,1,"Poor"
2023-12-15,2023-12-15,2023-12-15,"Refugee returnees",32.8101149,11.7874718,2393,"Tube Well/Borehole","Elsewhere","Dry cell battery / torch","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Unowned/Squatting","No",0,0,0,0,1,1,0,10,4,11.7874718,32.8101149,2,"Good"
2023-12-15,2023-12-15,2023-12-15,"Refugee returnees",32.8101319,11.7886292,2394,"Public Tap/Standpipe","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Government Agency Or Municipality","No",0,0,0,0,1,1,0,20,5,11.7886292,32.8101319,2,"Good"
2023-12-15,2023-12-15,2023-12-15,"Refugee returnees",32.810235,11.7870689,2395,"Tube Well/Borehole","Elsewhere","Rechargeable battery","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Unowned/Squatting","No",0,0,1,0,1,1,0,10,12,11.7870689,32.810235,3,"Good"
2023-12-15,2023-12-15,2023-12-15,"IDPs",31.6085794,9.3184535,2396,"Other (Specify)","Elsewhere","No electricity in household","Pit latrine with slab","Yes","Three stone stove/open fire","Wood","Friend Or Relative","No",0,0,0,1,0,0,0,7,4,9.3184535,31.6085794,0,"Poor"
2023-12-11,2023-12-11,2023-12-11,"IDPs",31.5563008,9.3453362,2397,"Cart With Small Tank/Drum","In Own Dwelling","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Government Agency Or Municipality","No",1,1,0,0,1,0,0,0,4,9.3453362,31.5563008,3,"Good"
2023-12-11,2023-12-11,2023-12-11,"IDPs",31.5567795,9.3430855,2398,"Surface Water (River, Stream, Pond, Dam, Canal)","In Own Dwelling","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Government Agency Or Municipality","No",1,1,0,0,1,1,0,0,4,9.3430855,31.5567795,4,"Good"
2023-12-11,2023-12-11,2023-12-11,"IDPs",31.5564667,9.344368,2399,"Surface Water (River, Stream, Pond, Dam, Canal)","In Own Dwelling","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Government Agency Or Municipality","No",1,1,0,0,1,0,0,0,6,9.344368,31.5564667,3,"Good"
2023-12-11,2023-12-11,2023-12-11,"IDPs",31.5563598,9.3446355,2400,"Surface Water (River, Stream, Pond, Dam, Canal)","In Own Dwelling","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Government Agency Or Municipality","No",1,1,0,0,1,0,0,0,3,9.3446355,31.5563598,3,"Good"
2023-12-11,2023-12-11,2023-12-11,"IDPs",31.5562891,9.3441499,2401,"Cart With Small Tank/Drum","In Own Dwelling","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Government Agency Or Municipality","No",1,1,0,0,1,0,0,0,3,9.3441499,31.5562891,3,"Good"
2023-12-11,2023-12-11,2023-12-11,"IDPs",31.556278,9.3449309,2402,"Surface Water (River, Stream, Pond, Dam, Canal)","In Own Dwelling","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Government Agency Or Municipality","No",1,1,0,0,1,1,0,0,4,9.3449309,31.556278,4,"Good"
2023-12-11,2023-12-11,2023-12-11,"IDPs",31.5561597,9.3456925,2403,"Surface Water (River, Stream, Pond, Dam, Canal)","In Own Dwelling","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Government Agency Or Municipality","No",1,1,0,0,1,0,0,0,3,9.3456925,31.5561597,3,"Good"
2023-12-11,2023-12-11,2023-12-11,"IDPs",31.555992,9.3460149,2404,"Surface Water (River, Stream, Pond, Dam, Canal)","In Own Dwelling","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Government Agency Or Municipality","No",1,1,0,0,1,0,0,0,8,9.3460149,31.555992,3,"Good"
2023-12-11,2023-12-11,2023-12-11,"IDPs",31.5556788,9.3468517,2405,"Surface Water (River, Stream, Pond, Dam, Canal)","In Own Dwelling","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Government Agency Or Municipality","No",1,1,0,0,1,1,0,0,4,9.3468517,31.5556788,4,"Good"
2023-12-12,2023-12-12,2023-12-12,"IDPs",31.5417842,9.3145403,2406,"Surface Water (River, Stream, Pond, Dam, Canal)","In Own Dwelling","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Don't know","No",1,1,0,0,1,1,0,0,6,9.3145403,31.5417842,4,"Good"
